pokemonName,abilityName
Axew,Dragon Hammer
Fraxure,Eternabeam
Haxorus,Max Wyrmwind
Cubchoo,Max Hailstorm
Beartic,Ice Beam
Cryogonal,Icicle Spear
Shelmet,Max Flutterby
Accelgor,Skitter Smack
Stunfisk,Precipice Blades
Galarian Stunfisk,Sand Tomb
Mienfoo,Superpower
Mienshao,Thunderous Kick
Druddigon,Dragon Breath
Golett,Mud Sport
Golurk,Thousand Arrows
Pawniard,Jaw Lock
Bisharp,Dark Void
Bouffalant,Hyper Voice
Rufflet,Guillotine
Hisuian Braviary,Kinesis
Braviary,Encore
Vullaby,Nasty Plot
Mandibuzz,Obstruct
Heatmor,Blue Flare
Durant,Signal Beam
Deino,Baddy Bad
Zweilous,Foul Play
Hydreigon,False Surrender
Larvesta,Signal Beam
Volcarona,Quiver Dance
Cobalion,Flash Cannon
Terrakion,Tar Shot
Virizion,Grass Whistle
Tornadus Incarnate Forme,Aeroblast
Tornadus Therian Forme,Wing Attack
Thundurus Therian Forme,Stoked Sparksurfer
Thundurus Incarnate Forme,Spark
Reshiram,Dragon Darts
Zekrom,Clangorous Soulblaze
Landorus Incarnate Forme,Scorching Sands
Landorus Therian Forme,Mud Bomb
Kyurem,Dragon Rage
Black Kyurem,Dragon Darts
White Kyurem,Eternabeam
Keldeo Resolute Form,G-Max Foam Burst
Keldeo Ordinary Form,Steam Eruption
Meloetta Pirouette Forme,Psych Up
Meloetta Aria Forme,Confide
Genesect,Silver Wind
Chespin,Branch Poke
Quilladin,G-Max Drum Solo
Chesnaught,Leafage
Fennekin,Incinerate
Braixen,Fiery Dance
Delphox,Flame Wheel
Froakie,Fishious Rend
Frogadier,Water Pledge
Greninja,G-Max Stonesurge
Ash-Greninja,Octazooka
Bunnelby,Tail Slap
Diggersby,Sharpen
Fletchling,Block
Fletchinder,Sizzly Slide
Talonflame,Ember
Scatterbug,Megahorn
Spewpa,G-Max Befuddle
Vivillon,Rage Powder
Litleo,Fire Blast
Pyroar,Sacred Fire
Flabébé,Nature'S Madness
Floette,Charm
Florges,Floral Healing
Skiddo,Leaf Blade
Gogoat,Cotton Spore
Pancham,Focus Punch
Pangoro,Max Knuckle
Furfrou,Natural Gift
Espurr,Mirror Coat
Meowstic Female,Psychic Fangs
Meowstic Male,Confusion
Honedge,Smart Strike
Doublade,Smart Strike
Aegislash Blade Forme,Flash Cannon
Aegislash Shield Forme,Iron Tail
Spritzee,Fairy Lock
Aromatisse,Flower Shield
Swirlix,Max Starfall
Slurpuff,Charm
Inkay,G-Max One Blow
Malamar,Nasty Plot
Binacle,Head Smash
Barbaracle,Rock Throw
Skrelp,Poison Fang
Dragalge,Toxic Spikes
Clauncher,Scald
Clawitzer,Origin Pulse
Helioptile,G-Max Stun Shock
Heliolisk,Electroweb
Tyrunt,Rock Wrecker
Tyrantrum,Head Smash
Amaura,Stealth Rock
Aurorus,Rock Polish
Sylveon,Aromatic Mist
Hawlucha,Vital Throw
Dedenne,Bolt Strike
Carbink,Tar Shot
Goomy,Eternabeam
Hisuian Sliggoo,Dynamax Cannon
Sliggoo,Dragon Rage
Goodra,Outrage
Hisuian Goodra,Dragon Darts
Klefki,G-Max Steelsurge
Phantump,Astonish
Trevenant,Spectral Thief
Pumpkaboo Super Size,Destiny Bond
Pumpkaboo Large Size,Shadow Ball
Pumpkaboo Small Size,Curse
Pumpkaboo Average Size,Confuse Ray
Gourgeist Super Size,Astral Barrage
Gourgeist Large Size,Shadow Ball
Gourgeist Small Size,Shadow Sneak
Gourgeist Average Size,Max Phantasm
Bergmite,Triple Axel
Hisuian Avalugg,Avalanche
Avalugg,Freeze Shock
Noibat,Brave Bird
Noivern,Fly
Xerneas,Nature'S Madness
Yveltal,Fake Tears
Zygarde Complete Forme,Max Wyrmwind
Zygarde 10% Forme,Dragon Tail
Zygarde 50% Forme,Twister
Mega Diancie,Stealth Rock
Diancie,Max Rockfall
Hoopa Unbound,Psycho Shift
Hoopa Confined,Power Swap
Volcanion,Heat Wave
Rowlet,Grassy Glide
Dartrix,Magical Leaf
Hisuian Decidueye,Stun Spore
Decidueye,Solar Blade
Litten,G-Max Wildfire
Torracat,Heat Crash
Incineroar,Shell Trap
Popplio,Soak
Brionne,Water Gun
Primarina,Withdraw
Pikipek,Last Resort
Trumbeak,Sharpen
Toucannon,Uproar
Yungoos,Confide
Gumshoos,Terrain Pulse
Grubbin,Bug Buzz
Charjabug,Rage Powder
Vikavolt,U Turn
Crabrawler,Mat Block
Crabominable,Rolling Kick
Oricorio Pa'u Style,Guard Split
Oricorio Pom-Pom Style,Electro Ball
Oricorio Sensu Style,Trick Or Treat
Oricorio Baile Style,Magma Storm
Cutiefly,Heal Order
Ribombee,Attack Order
Rockruff,Tar Shot
Own Tempo Rockruff,Rock Slide
Lycanroc Midday Form,Rock Wrecker
Lycanroc Midnight Form,G-Max Volcalith
Lycanroc Dusk Form,Rock Slide
Wishiwashi Solo Form,Surging Strikes
Wishiwashi School Form,G-Max Stonesurge
Mareanie,Poison Sting
Toxapex,Max Ooze
Mudbray,Rototiller
Mudsdale,Thousand Waves
Dewpider,Sparkling Aria
Araquanid,Clamp
Fomantis,Drum Beating
Lurantis,G-Max Vine Lash
Morelull,Sleep Powder
Shiinotic,Apple Acid
Salandit,Sludge
Salazzle,Shell Side Arm
Stufful,Spit Up
Bewear,Confide
Bounsweet,Seed Bomb
Steenee,Jungle Healing
Tsareena,Leafage
Comfey,Moonblast
Oranguru,Harden
Passimian,Coaching
Wimpod,Quiver Dance
Golisopod,Attack Order
Sandygast,Spirit Shackle
Palossand,Night Shade
Pyukumuku,Hydro Pump
Type: Null,Mean Look
Silvally,Struggle
Minior Meteor Form,Splintered Stormshards
Minior Core Form,Accelerock
Komala,Multi Attack
Turtonator,Heat Wave
Togedemaru,Rising Voltage
Mimikyu,Phantom Force
Bruxish,Origin Pulse
Drampa,Fury Attack
Dhelmise,Hex
Jangmo-o,Dragon Claw
Hakamo-o,Dragon Energy
Kommo-o,Core Enforcer
Tapu Koko,Electroweb
Tapu Lele,Dream Eater
Tapu Bulu,G-Max Sweetness
Tapu Fini,Aqua Tail
Cosmog,Heal Pulse
Cosmoem,Heart Stamp
Solgaleo,Photon Geyser
Lunala,Instruct
Nihilego,Rollout
Buzzwole,Heal Order
Pheromosa,Pollen Puff
Xurkitree,Thunder Shock
Celesteela,King'S Shield
Kartana,Leaf Storm
Guzzlord,Max Darkness
Dusk Mane Necrozma,Ally Switch
Necrozma,Calm Mind
Dawn Wings Necrozma,Heal Block
Ultra Necrozma,Barrier
Magearna,Flash Cannon
Marshadow,Meteor Assault
Poipole,Poison Sting
Naganadel,Gastro Acid
Stakataka,Head Smash
Blacephalon,Fire Blast
Zeraora,Bolt Strike
Meltan,Magnet Bomb
Melmetal Gigantamax,Shift Gear
Melmetal,Gear Grind
Grookey,Ingrain
Thwackey,G-Max Sweetness
Rillaboom Gigantamax,Grassy Glide
Rillaboom,Leaf Storm
Scorbunny,Fire Punch
Raboot,Fire Pledge
Cinderace Gigantamax,G-Max Wildfire
Cinderace,Lava Plume
Sobble,Aqua Tail
Drizzile,Aqua Ring
Inteleon Gigantamax,Brine
Inteleon,Life Dew
Skwovet,Mean Look
Greedent,Body Slam
Rookidee,Dual Wingbeat
Corvisquire,Drill Peck
Corviknight,Bounce
Corviknight Gigantamax,Floaty Fall
Blipbug,Skitter Smack
Dottler,Lunge
Orbeetle,Defend Order
Orbeetle Gigantamax,Skitter Smack
Nickit,Topsy Turvy
Thievul,Night Slash
Gossifleur,Grass Whistle
Eldegoss,Aromatherapy
Wooloo,Odor Sleuth
Dubwool,Sharpen
Chewtle,Rain Dance
Drednaw Gigantamax,Muddy Water
Drednaw,Water Shuriken
Yamper,Catastropika
Boltund,Volt Switch
Rolycoly,Rock Polish
Carkol,Ancient Power
Coalossal Gigantamax,G-Max Volcalith
Coalossal,Max Rockfall
Applin,Grassy Terrain
Flapple,Drum Beating
Flapple Gigantamax,Frenzy Plant
Appletun,Grass Whistle
Appletun Gigantamax,Leafage
Silicobra,Drill Run
Sandaconda Gigantamax,G-Max Sandblast
Sandaconda,Mud Slap
Cramorant,Max Airstream
Arrokuda,Water Gun
Barraskewda,Max Geyser
Toxel,Thunder
Toxtricity Amped Form,Thunder Shock
Toxtricity Low Key Form,Ion Deluge
Sizzlipede,Flame Burst
Centiskorch Gigantamax,Flame Burst
Centiskorch,V Create
Clobbopus,High Jump Kick
Grapploct,Storm Throw
Sinistea,Shadow Ball
Polteageist,Shadow Punch
Hatenna,Mirror Coat
Hattrem,Light Screen
Hatterene,Max Mindstorm
Hatterene Gigantamax,Psychic
Impidimp,Power Trip
Morgrem,Foul Play
Grimmsnarl Gigantamax,Dark Pulse
Grimmsnarl,Assurance
Obstagoon,Max Darkness
Perrserker,Magnet Bomb
Cursola,Shadow Ball
Sirfetch'd,Secret Sword
Mr. Rime,Aurora Veil
Runerigus,Mud Slap
Milcery,Disarming Voice
Alcremie,Moonblast
Alcremie Gigantamax,Strange Steam
Falinks,Coaching
Pincurchin,Thunder Wave
Snom,Ice Fang
Frosmoth,Ice Fang
Stonjourner,Power Gem
Eiscue Noice Face,Freeze Shock
Eiscue Ice Face,Sheer Cold
Indeedee Female,Teleport
Indeedee Male,Dream Eater
Morpeko Hangry Mode,Max Lightning
Morpeko Full Belly Mode,Electric Terrain
Cufant,Gear Grind
Copperajah Gigantamax,Metal Claw
Copperajah,Magnet Bomb
Dracozolt,Electro Ball
Arctozolt,Plasma Fists
Dracovish,G-Max Cannonade
Arctovish,Rain Dance
Duraludon,G-Max Steelsurge
Duraludon Gigantamax,Shift Gear
Dreepy,Clangorous Soul
Drakloak,Outrage
Dragapult,Core Enforcer
Zacian Hero of Many Battles,Max Starfall
Zacian Crowned Sword,Draining Kiss
Zamazenta Crowned Shield,Octolock
Zamazenta Hero of Many Battles,Brick Break
Eternatus Eternamax,Sludge
Eternatus,Poison Sting
Kubfu,Close Combat
Urshifu (Single Strike) Gigantamax,Double Kick
Urshifu (Rapid Strike) Gigantamax,Arm Thrust
Urshifu Single Strike Style,Sacred Sword
Urshifu Rapid Strike Style,Low Sweep
Zarude,Flatter
Regieleki,Overdrive
Regidrago,Scale Shot
Glastrier,Ice Shard
Spectrier,Astonish
Calyrex,Future Sight
Calyrex Shadow Rider,Confusion
Calyrex Ice Rider,Agility
Bulbasaur,Leaf Tornado
Ivysaur,Trop Kick
Venusaur,Forest'S Curse
Mega Venusaur,Solar Beam
Venusaur Gigantamax,Grassy Terrain
Charmander,Heat Wave
Charmeleon,Blast Burn
Mega Charizard Y,Lava Plume
Charizard Gigantamax,Mystical Fire
Mega Charizard X,Eruption
Charizard,Flame Charge
Squirtle,Surging Strikes
Wartortle,Water Shuriken
Blastoise Gigantamax,Water Sport
Blastoise,Origin Pulse
Mega Blastoise,Razor Shell
Caterpie,Spider Web
Metapod,Silver Wind
Butterfree Gigantamax,G-Max Befuddle
Butterfree,Struggle Bug
Weedle,Tail Glow
Kakuna,Sticky Web
Beedrill,Pin Missile
Mega Beedrill,Skitter Smack
Pidgey,Slash
Pidgeotto,Dizzy Punch
Pidgeot,Splash
Mega Pidgeot,Return
Rattata,Max Guard
Alolan Rattata,Darkest Lariat
Raticate,Present
Alolan Raticate,Hyperspace Fury
Spearow,Headbutt
Fearow,Max Guard
Ekans,Venom Drench
Arbok,Poison Tail
Pikachu Gigantamax,Wild Charge
Pikachu,Aura Wheel
Partner Pikachu,Thunder Fang
Alolan Raichu,Overdrive
Raichu,Pika Papow
Alolan Sandshrew,Haze
Sandshrew,G-Max Sandblast
Sandslash,Drill Run
Alolan Sandslash,Freeze Shock
Nidoran♀,Acid Armor
Nidorina,Poison Tail
Nidoqueen,Poison Powder
Nidoran♂,G-Max Malodor
Nidorino,Coil
Nidoking,Toxic Thread
Clefairy,Crafty Shield
Clefable,Fairy Wind
Vulpix,Searing Shot
Alolan Vulpix,Max Hailstorm
Ninetales,Heat Crash
Alolan Ninetales,Ice Shard
Jigglypuff,Giga Impact
Wigglytuff,Lovely Kiss
Zubat,Poison Powder
Golbat,G-Max Malodor
Oddish,G-Max Sweetness
Gloom,Leaf Blade
Vileplume,Absorb
Paras,Bug Bite
Parasect,Leech Life
Venonat,Fell Stinger
Venomoth,First Impression
Alolan Diglett,Earth Power
Diglett,Mud Bomb
Alolan Dugtrio,Bulldoze
Dugtrio,Sand Tomb
Meowth,Extreme Evoboost
Alolan Meowth,Knock Off
Galarian Meowth,Smart Strike
Meowth Gigantamax,Laser Focus
Persian,Belly Drum
Alolan Persian,Snatch
Psyduck,Water Pulse
Golduck,Water Pledge
Mankey,Aura Sphere
Primeape,Jump Kick
Hisuian Growlithe,Flame Charge
Growlithe,Fusion Flare
Hisuian Arcanine,Mind Blown
Arcanine,Flamethrower
Poliwag,G-Max Stonesurge
Poliwhirl,Origin Pulse
Poliwrath,Soak
Abra,Expanding Force
Kadabra,Psystrike
Alakazam,G-Max Gravitas
Mega Alakazam,Genesis Supernova
Machop,Vital Throw
Machoke,Force Palm
Machamp Gigantamax,Octolock
Machamp,Arm Thrust
Bellsprout,Sleep Powder
Weepinbell,Needle Arm
Victreebel,Leaf Tornado
Tentacool,Water Spout
Tentacruel,Bouncy Bubble
Geodude,Rock Tomb
Alolan Geodude,Rock Wrecker
Graveler,G-Max Volcalith
Alolan Graveler,Accelerock
Golem,Smack Down
Alolan Golem,Diamond Storm
Ponyta,Fire Fang
Galarian Ponyta,Confusion
Rapidash,Fire Spin
Galarian Rapidash,Synchronoise
Galarian Slowpoke,Miracle Eye
Slowpoke,Splishy Splash
Mega Slowbro,Whirlpool
Galarian Slowbro,Acid Armor
Slowbro,Surging Strikes
Magnemite,Thunder Fang
Magneton,Bolt Strike
Farfetch'd,Tail Whip
Galarian Farfetch'd,Close Combat
Doduo,Bind
Dodrio,Multi Attack
Seel,Hydro Pump
Dewgong,Surf
Grimer,Poison Powder
Alolan Grimer,Acid
Alolan Muk,Poison Jab
Muk,Sludge
Shellder,Max Geyser
Cloyster,Clamp
Gastly,Sinister Arrow Raid
Haunter,Shadow Sneak
Gengar,Lick
Gengar Gigantamax,Spite
Mega Gengar,Curse
Onix,Stone Edge
Drowzee,Magic Room
Hypno,Wonder Room
Krabby,G-Max Stonesurge
Kingler Gigantamax,Brine
Kingler,Surging Strikes
Hisuian Voltorb,Discharge
Voltorb,Electro Ball
Hisuian Electrode,G-Max Volt Crash
Electrode,Zing Zap
Exeggcute,Petal Dance
Alolan Exeggutor,Synthesis
Exeggutor,Drum Beating
Cubone,Mud Slap
Alolan Marowak,Shell Trap
Marowak,Mud Sport
Hitmonlee,High Jump Kick
Hitmonchan,Bulk Up
Lickitung,Stomp
Koffing,Shell Side Arm
Weezing,Acid Spray
Galarian Weezing,Acid Armor
Rhyhorn,Drill Run
Rhydon,Scorching Sands
Chansey,Horn Attack
Tangela,G-Max Drum Solo
Kangaskhan,Heal Bell
Mega Kangaskhan,Slam
Horsea,Waterfall
Seadra,G-Max Hydrosnipe
Goldeen,Surging Strikes
Seaking,Withdraw
Staryu,Rain Dance
Starmie,Splishy Splash
Mime Galarian Mr. Mime,Mist
Mr. Mime,Psybeam
Scyther,Sticky Web
Jynx,Haze
Electabuzz,Electrify
Magmar,Flame Wheel
Mega Pinsir,Megahorn
Pinsir,Sticky Web
Tauros,Recover
Magikarp,Water Spout
Mega Gyarados,Bouncy Bubble
Gyarados,Crabhammer
Lapras Gigantamax,Hydro Cannon
Lapras,Rain Dance
Ditto,Giga Impact
Partner Eevee,Happy Hour
Eevee Gigantamax,Body Slam
Eevee,Rage
Vaporeon,Aqua Jet
Jolteon,Parabolic Charge
Flareon,Fire Lash
Porygon,Bide
Omanyte,Rock Throw
Omastar,Max Rockfall
Kabuto,Sandstorm
Kabutops,Diamond Storm
Aerodactyl,Rollout
Mega Aerodactyl,Rollout
Snorlax Gigantamax,Play Nice
Snorlax,Focus Energy
Galarian Articuno,Speed Swap
Articuno,Aurora Veil
Galarian Zapdos,Force Palm
Zapdos,Magnetic Flux
Galarian Moltres,Parting Shot
Moltres,Will O Wisp
Dratini,Twister
Dragonair,Max Wyrmwind
Dragonite,Clangorous Soulblaze
Mega Mewtwo Y,Meditate
Mega Mewtwo X,Magic Powder
Mewtwo,Trick
Mew,Psystrike
Chikorita,Wood Hammer
Bayleef,G-Max Tartness
Meganium,Max Overgrowth
Cyndaquil,Pyro Ball
Quilava,Will O Wisp
Hisuian Typhlosion,Shell Trap
Typhlosion,Heat Wave
Totodile,Origin Pulse
Croconaw,Liquidation
Feraligatr,Steam Eruption
Sentret,Recover
Furret,Retaliate
Hoothoot,Smokescreen
Noctowl,Spotlight
Ledyba,Sticky Web
Ledian,X Scissor
Spinarak,G-Max Befuddle
Ariados,U Turn
Crobat,Coil
Chinchou,Bubble Beam
Lanturn,G-Max Hydrosnipe
Pichu,Eerie Impulse
Cleffa,Light Of Ruin
Igglybuff,Echoed Voice
Togepi,G-Max Finale
Togetic,Fairy Wind
Natu,Stored Power
Xatu,Light Screen
Mareep,Thunder Wave
Flaaffy,Rising Voltage
Ampharos,Eerie Impulse
Mega Ampharos,Plasma Fists
Bellossom,G-Max Vine Lash
Marill,Water Spout
Azumarill,Surf
Sudowoodo,Rock Tomb
Politoed,Splishy Splash
Hoppip,Absorb
Skiploom,Max Overgrowth
Jumpluff,Grav Apple
Aipom,Me First
Sunkern,Grass Knot
Sunflora,Petal Blizzard
Yanma,Bug Buzz
Wooper,Water Gun
Quagsire,Soak
Espeon,Psycho Cut
Umbreon,Topsy Turvy
Murkrow,Throat Chop
Slowking,Soak
Galarian Slowking,Poison Sting
Misdreavus,Menacing Moonraze Maelstrom
Unown,Rest
Wobbuffet,Heal Block
Girafarig,Growl
Pineco,Fury Cutter
Forretress,Attack Order
Dunsparce,Milk Drink
Gligar,High Horsepower
Steelix,Magnet Bomb
Mega Steelix,Flash Cannon
Snubbull,Draining Kiss
Granbull,Guardian Of Alola
Hisuian Qwilfish,Malicious Moonsault
Qwilfish,Aqua Ring
Mega Scizor,Infestation
Scizor,Bug Buzz
Shuckle,Twineedle
Heracross,Lunge
Mega Heracross,Quiver Dance
Hisuian Sneasel,Clear Smog
Sneasel,Fake Tears
Teddiursa,Follow Me
Ursaring,Vise Grip
Slugma,Fire Blast
Magcargo,Burn Up
Swinub,Avalanche
Piloswine,Mist
Corsola,G-Max Stonesurge
Galarian Corsola,Shadow Ball
Remoraid,Surging Strikes
Octillery,Origin Pulse
Delibird,G-Max Resonance
Mantine,Dive
Skarmory,Metal Sound
Houndour,Switcheroo
Houndoom,False Surrender
Mega Houndoom,Power Trip
Kingdra,Liquidation
Phanpy,Rototiller
Donphan,Stomping Tantrum
Porygon2,Harden
Stantler,Swords Dance
Smeargle,Scratch
Tyrogue,Triple Kick
Hitmontop,Sacred Sword
Smoochum,Ice Shard
Elekid,Discharge
Magby,G-Max Centiferno
Miltank,Secret Power
Blissey,Conversion
Raikou,Charge Beam
Entei,Fire Spin
Suicune,Snipe Shot
Larvitar,G-Max Volcalith
Pupitar,Head Smash
Mega Tyranitar,Rock Wrecker
Tyranitar,Max Rockfall
Lugia,Role Play
Ho-oh,Max Flare
Celebi,Eerie Spell
Treecko,Needle Arm
Grovyle,Apple Acid
Mega Sceptile,Leaf Tornado
Sceptile,Aromatherapy
Torchic,Flamethrower
Combusken,G-Max Centiferno
Blaziken,Sizzly Slide
Mega Blaziken,Fire Pledge
Mudkip,Water Spout
Marshtomp,Bubble Beam
Mega Swampert,Life Dew
Swampert,Water Shuriken
Poochyena,Baddy Bad
Mightyena,Beat Up
Zigzagoon,Smokescreen
Galarian Zigzagoon,Obstruct
Linoone,Giga Impact
Galarian Linoone,Embargo
Wurmple,Signal Beam
Silcoon,Signal Beam
Beautifly,Leech Life
Cascoon,Max Flutterby
Dustox,Max Flutterby
Lotad,Soak
Lombre,G-Max Hydrosnipe
Ludicolo,Waterfall
Seedot,Frenzy Plant
Nuzleaf,Leaf Tornado
Shiftry,Bullet Seed
Taillow,Swagger
Swellow,Mega Punch
Wingull,Soak
Pelipper,Water Pulse
Ralts,Magic Room
Kirlia,Max Mindstorm
Gardevoir,Healing Wish
Mega Gardevoir,Mirror Coat
Surskit,Pollen Puff
Masquerain,Defend Order
Shroomish,Branch Poke
Breloom,Branch Poke
Slakoth,Pound
Vigoroth,Round
Slaking,Mega Punch
Nincada,G-Max Befuddle
Ninjask,Bug Bite
Shedinja,Steamroller
Whismur,Explosion
Loudred,Crush Claw
Exploud,Stomp
Makuhita,Vacuum Wave
Hariyama,Quick Guard
Azurill,Judgment
Nosepass,Sandstorm
Skitty,Tickle
Delcatty,Double Edge
Mega Sableye,Night Daze
Sableye,Feint Attack
Mawile,Gyro Ball
Mega Mawile,King'S Shield
Aron,G-Max Meltdown
Lairon,Steel Roller
Aggron,Iron Tail
Mega Aggron,Searing Sunraze Smash
Meditite,Octolock
Medicham,Quick Guard
Mega Medicham,Final Gambit
Electrike,Shock Wave
Manectric,Ion Deluge
Mega Manectric,Thunder Fang
Plusle,Max Lightning
Minun,Parabolic Charge
Volbeat,Struggle Bug
Illumise,Twineedle
Roselia,Frenzy Plant
Gulpin,Acid Spray
Swalot,Poison Fang
Carvanha,Rain Dance
Mega Sharpedo,Water Sport
Sharpedo,Withdraw
Wailmer,Hydro Pump
Wailord,Scald
Numel,Fire Lash
Camerupt,Sunny Day
Mega Camerupt,Burning Jealousy
Torkoal,Blaze Kick
Spoink,Trick
Grumpig,Hypnosis
Spinda,Judgment
Trapinch,Mud Bomb
Vibrava,Max Quake
Flygon,Fissure
Cacnea,Solar Beam
Cacturne,Giga Drain
Swablu,Hyper Voice
Altaria,Clangorous Soulblaze
Mega Altaria,Spacial Rend
Zangoose,Swallow
Seviper,Poison Gas
Lunatone,Meteor Beam
Solrock,Stone Edge
Barboach,Flip Turn
Whiscash,Scald
Corphish,Clamp
Crawdaunt,Fishious Rend
Baltoy,Thousand Waves
Claydol,Thousand Arrows
Lileep,Stealth Rock
Cradily,Rock Tomb
Anorith,Rock Wrecker
Armaldo,Accelerock
Feebas,Max Geyser
Milotic,Surf
Castform,Bind
Castform Sunny Form,Heat Crash
Castform Rainy Form,Sparkling Aria
Castform Snowy Form,Ice Ball
Kecleon,Yawn
Shuppet,Lick
Mega Banette,Spirit Shackle
Banette,Shadow Claw
Duskull,Shadow Ball
Dusclops,Grudge
Tropius,Jungle Healing
Chimecho,Psywave
Absol,Embargo
Mega Absol,Dark Pulse
Wynaut,Hyperspace Hole
Snorunt,Blizzard
Mega Glalie,Ice Hammer
Glalie,Freeze Dry
Spheal,Sheer Cold
Sealeo,Freeze Dry
Walrein,Ice Fang
Clamperl,Splishy Splash
Huntail,Bubble Beam
Gorebyss,Water Sport
Relicanth,Bubble
Luvdisc,Surf
Bagon,Dynamax Cannon
Shelgon,Draco Meteor
Mega Salamence,Dragon Rush
Salamence,G-Max Depletion
Beldum,Bullet Punch
Metang,Behemoth Blade
Mega Metagross,Autotomize
Metagross,Autotomize
Regirock,Stealth Rock
Regice,Triple Axel
Registeel,Gear Grind
Mega Latias,Breaking Swipe
Latias,Dynamax Cannon
Latios,Dragon Rage
Mega Latios,Draco Meteor
Primal Kyogre,Liquidation
Kyogre,Withdraw
Primal Groudon,Thousand Waves
Groudon,Earthquake
Mega Rayquaza,Dragon Darts
Rayquaza,Outrage
Jirachi,Max Steelspike
Deoxys Defense Forme,Confusion
Deoxys Attack Forme,Healing Wish
Deoxys Normal Forme,Hyperspace Hole
Deoxys Speed Forme,Psychic Terrain
Turtwig,Leech Seed
Grotle,G-Max Drum Solo
Torterra,G-Max Drum Solo
Chimchar,Max Flare
Monferno,V Create
Infernape,Burning Jealousy
Piplup,Razor Shell
Prinplup,Clamp
Empoleon,Soak
Starly,Secret Power
Staravia,Double Edge
Staraptor,Supersonic
Bidoof,Barrage
Bibarel,Stuff Cheeks
Kricketot,Bug Buzz
Kricketune,String Shot
Shinx,G-Max Stun Shock
Luxio,Spark
Luxray,Shock Wave
Budew,Petal Blizzard
Roserade,Stun Spore
Cranidos,Stealth Rock
Rampardos,Head Smash
Shieldon,Meteor Beam
Bastiodon,Max Rockfall
Burmy Plant Cloak,Tail Glow
Burmy Sandy Cloak,Megahorn
Burmy Trash Cloak,G-Max Befuddle
Wormadam Plant Cloak,Rage Powder
Wormadam Sandy Cloak,Quiver Dance
Wormadam Trash Cloak,U Turn
Mothim,Leech Life
Combee,Attack Order
Vespiquen,Skitter Smack
Pachirisu,Catastropika
Buizel,Water Sport
Floatzel,Rain Dance
Cherubi,Leafage
Cherrim,Max Overgrowth
Shellos,Muddy Water
Gastrodon,Water Sport
Ambipom,Encore
Drifloon,Spite
Drifblim,Spite
Buneary,Laser Focus
Mega Lopunny,Extreme Evoboost
Lopunny,Flash
Mismagius,Curse
Honchkrow,Power Trip
Glameow,Thrash
Purugly,Harden
Chingling,Synchronoise
Stunky,Shell Side Arm
Skuntank,Toxic
Bronzor,Heavy Slam
Bronzong,Metal Sound
Bonsly,Rollout
Mime Jr.,Heal Pulse
Happiny,Rage
Chatot,Scratch
Spiritomb,Astonish
Gible,Dynamax Cannon
Gabite,Dragon Breath
Garchomp,Dragon Rush
Mega Garchomp,Twister
Munchlax,Constrict
Riolu,Drain Punch
Mega Lucario,Karate Chop
Lucario,Octolock
Hippopotas,Sand Tomb
Hippowdon,Shore Up
Skorupi,Gastro Acid
Drapion,Poison Sting
Croagunk,Sludge
Toxicroak,Shell Side Arm
Carnivine,Magical Leaf
Finneon,Brine
Lumineon,G-Max Rapid Flow
Mantyke,Bubble Beam
Snover,Petal Blizzard
Abomasnow,Solar Beam
Mega Abomasnow,Solar Beam
Weavile,Torment
Magnezone,Magnetic Flux
Lickilicky,Block
Rhyperior,Rototiller
Tangrowth,Leaf Tornado
Electivire,Spark
Magmortar,Heat Crash
Togekiss,Fairy Lock
Yanmega,Infestation
Leafeon,Stun Spore
Glaceon,Haze
Gliscor,Max Quake
Mamoswine,Freeze Dry
Porygon-Z,Weather Ball
Gallade,Ally Switch
Mega Gallade,Psycho Boost
Probopass,Sandstorm
Dusknoir,Confuse Ray
Froslass,Ice Beam
Fan Rotom,Ion Deluge
Frost Rotom,Magnetic Flux
Wash Rotom,Zippy Zap
Heat Rotom,Pika Papow
Rotom,Charge
Mow Rotom,Thunder Cage
Uxie,Psystrike
Mesprit,Psystrike
Azelf,Power Trick
Dialga,King'S Shield
Dialga Origin Forme,Steel Roller
Palkia Origin Forme,Flip Turn
Palkia,Fishious Rend
Heatran,Sunny Day
Regigigas,Helping Hand
Giratina Origin Forme,Moongeist Beam
Giratina Altered Forme,Ominous Wind
Cresselia,Expanding Force
Phione,Dive
Manaphy,Clamp
Darkrai,Memento
Shaymin Land Forme,Wood Hammer
Shaymin Sky Forme,Solar Blade
Arceus,Transform
Victini,Psywave
Snivy,Worry Seed
Servine,Leaf Tornado
Serperior,Jungle Healing
Tepig,Sacred Fire
Pignite,Burn Up
Emboar,Fire Pledge
Oshawott,Surging Strikes
Dewott,G-Max Rapid Flow
Samurott,Fishious Rend
Hisuian Samurott,Waterfall
Patrat,Round
Watchog,Teeter Dance
Lillipup,Judgment
Herdier,Morning Sun
Stoutland,Focus Energy
Purrloin,Malicious Moonsault
Liepard,Taunt
Pansage,Needle Arm
Simisage,Petal Blizzard
Pansear,Sunny Day
Simisear,Sunny Day
Panpour,Water Shuriken
Simipour,Whirlpool
Munna,Instruct
Musharna,Telekinesis
Pidove,Present
Tranquill,Rapid Spin
Unfezant,Round
Blitzle,Pika Papow
Zebstrika,Thunder Shock
Roggenrola,Meteor Beam
Boldore,Accelerock
Gigalith,Rock Throw
Woobat,Gravity
Swoobat,Hyperspace Hole
